,Date,name,tweet,death,Classification
0,2020-04-14,Jodi Xu Klein, global total just exceeded 2 million for coronavirus coronavirus covid19,127576,pos
1,2020-04-14,Jake Bernstein, the coronavirus that causes covid19 could kill the powerful immune cells that are supposed to kill the virus causing damage similar to that found in hiv patients http  ,127576,neg
2,2020-04-14,ProPublica, we re reporting on how the coronavirus is affecting people across the country this includes covering the deaths of your friends family and loved ones if you ve lost someone to covid19 and want to share we d be grateful to hear your story  ,127576,pos
3,2020-04-14,Dr. Angela Rasmussen, i talked to raf_ideas nytimes about whether or not he had sarscov2 hcov19 covid19 coronavirus and what some of the limitations are about the antibody test he s hoping to get  ,127576,neg
4,2020-04-14,EK, on march 22 this pastor said he would deliver sermons unless he was jailed or hospitalized he has since died of covid19 coronavirus  ,127576,neg
5,2020-04-14,Lauren Thomas, new the coronavirus is already causing a spike in commercial mortgage delinquencies in hotel and retail the data speaks to a bigger fear haunting the commercial real estate industry that covid19 could spark an even bigger mortgage crisis than in 2008   __sourcesharebartwitter parsharebar,127576,pos
6,2020-04-14,Ron Waxman 🏳️‍🌈, why are business leaders being consulted for new guidelines from the coronavirus task force trumppressconf trumppressconference covid19 covid coronavirusupdates,127576,pos
7,2020-04-14,UN Peacekeeping, the effects of the covid19 pandemic are different for everyone and it s our collective responsibility to make sure that no one is left out of the coronavirus response wpsin2020  ,127576,pos
8,2020-04-14,Larry Sharpe, join me for the next sharpe way show tonight monday april 13th at 7pm et this is an ask me anything ama episode you can join the livestream on this account thanks sharpeway larrysharpe libertarian liberty freedom ama covid19 coronavirus economics  ,127576,pos
9,2020-04-14,Ashlee Mullany, this is wild the president has kicked off his daily coronavirus briefing with a campaignstyle montage of clips including journalists downplaying the threat of covid19 and governors praising his response  ,127576,neg
10,2020-04-14,Chris Sommerfeldt, the nytimes story that ran over the weekend about the trump administration s failure to act on early warnings about covid19 appears to have gotten under the president s skin like no other article of the entire coronavirus news cycle,127576,pos
11,2020-04-14,Daniel Medina, today s white house coronavirus briefing can not credibly be called that it has descended into a trump campaign commercial covid19,127576,pos
12,2020-04-14,Roland Wyn Jones 🏴󠁧󠁢󠁷󠁬󠁳󠁿&🇬🇧&🇺🇸in🗽, this is absurd and remarkable an unabashed trump political broadcast coronavirus coronavirusupdate covid19,127576,pos
13,2020-04-14,Israel Nitzan🇮🇱, 1 israeli innovation joins the fight against the coronavirus the israel innovation authority grants have been awarded for solutions to the covid19 pandemic iia s committees selected 35 projects and awarded them a total of nis 22m  ,127576,pos
14,2020-04-14,Andy Ostroy, hey cnn msnbc you are enabling this dangerous sociopathic monster by continuing to give him hours of propaganda time every damn day shut him down trump coronavirus covid19,127576,pos
15,2020-04-14,Andy Ostroy, hey realdonaldtrump whenever you re done vomiting about yourself it d be great if you could step aside and let the fucking experts tell me whether i m gon na live or die or ever be able to grab a slice of fucking pizza again in this decade trump coronavirus covid19,127576,neg
16,2020-04-14,LexisNexis, the doj said it would investigate a covid19 outbreak at the soldiers home in holyoke massachusetts 68 staffers and 69 veterans who lived at the facility had tested positive for the coronavirus  ,127576,neg
17,2020-04-14,Anie Akpe, dr fauci said y all trying to make him lose his good paying job dr fauci said don t bring the smoke covid19 coronavirus trumppressconf,127576,pos
18,2020-04-14,FORTUNE, amazon has already hired 100000 people in the past four weeks as the covid19 coronavirus pandemic has ravaged the nation s employment numbers now it s increasing that number by 75000  ,127576,neg
19,2020-04-14,FORTUNE, fortune 500 companies are fighting covid19 teachers are adapting to life without a classroom and the irs has begun sending stimulus checks these are the coronavirusrelated stories on http fortunecom today thread http    ,127576,pos
20,2020-04-14,CBS New York, watch live now president trump s covid19 task force updates on nationwide efforts against coronavirus http    ,127576,pos
21,2020-04-14,Businessweek, jonathan rothberg one of the most prolific inventors of the past 20 years is stuck on a yacht because of the coronavirus the good news the yacht has a laboratory and rothberg is using it to build a supercheap covid19 test watch hello world here    ,127576,pos
22,2020-04-14,CASSIUS, quarantined hairline struggles run through our stars djkhaled diddy kevinhart   getty covid19 lockdown mondaymood coronavirus,127576,neg
23,2020-04-14,Eyewitness News, coronavirus irs launching get my payment tool to allow you to track status of covid19 stimulus check    ,127576,neg
24,2020-04-14,NBC News NOW, today s latest coronavirus updates berniesanders endorses joebiden the us supreme court to hear arguments over the phone amid covid19 pandemic spain reaches its peak of the covid19 outbreak more from dashaburns and nbcnews http    ,127576,neg
25,2020-04-14,NBC News NOW, today s latest coronavirus updates berniesanders endorses joebiden the us supreme court to hear arguments over the phone amid covid19 pandemic spain reaches its peak of the covid19 outbreak more from dashaburns and nbcnews http    ,127576,neg
26,2020-04-14,Jean-Pierre Lacroix, briefed the press online today together with usg khare un_opsupport on unpeacekeeping s response to covid19 the media plays a crucial role in communicating accurate and timely information during this pandemic to prevent rumours and misinformation coronavirus  ,127576,pos
27,2020-04-14,Fabrice Houdart, today in outleadership covid19 news we remember nyc trans activist lorenaborjas who died of complications from coronavirus on march 30th outleader pride2020  ,127576,pos
28,2020-04-14,Jeff Rossen, congrats to drleanawen on the birth of her child she s back with us answering your questions plus cute baby pics when can recovered covid19 patients go outside again if you get coronavirus are you immune   rossenresponds,127576,pos
29,2020-04-14,Laurie Garrett, california nearly 2400 covid19 cases among its health care workers as of sunday that s about 11 of the state s nearly 21800 coronavirus cases includes onthejob exposures as med cntrs nursing facils are desperately seeking n95 masks ppes  ,127576,pos
30,2020-04-14,Andy Ostroy, bullshit you can do what every other president has done and give a simple 10 minute primetime address you ll have the nation s attention but you don t want that you want a 2hour magasturbatory propagandafest trump coronavirus covid19,127576,pos
31,2020-04-14,The Root, not only has oprah recently donated 10 million dollars toward coronavirus relief but she has also launched an ongoing series oprah talks covid19    ,127576,pos
32,2020-04-14,City of Newark, daily coronavirus covid19 update april 13 2020   vhe dn,127576,neg
33,2020-04-14,The New York Times, the backlog of covid19 tests in some parts of the us is getting worse not better our reporter rcallimachi tracked the dayslong journey of a coronavirus nasal swab from a testing site in new jersey to a fateful phone call days later  ,127576,pos
34,2020-04-14,Dr. Tom Frieden, coronavirus should not be underestimated during my conversation with helenbranswell today i argued that in order to succeed in the war against the virus we must boxitin in covid19,127576,neg
35,2020-04-14,United Nations, un middle east envoys call for greater efforts toward ceasefire as region grapples with spread of coronavirus and concerns about social economic political impacts of covid19 grow  ,127576,pos
36,2020-04-13,MedPage Today, where are the moral obligations of health officers working in many fields of science to reasonably foresee calamity by russell_copelan md covid19 coronavirus medtwitter medstudenttwitter  ,127576,pos
37,2020-04-13,NBC News NOW, when will coronavirus cases peak when will the nation reopen will there be a second wave drjohntorres answers your covid19 questions watch now http    ,127576,pos
38,2020-04-13,Tory Burch Fdn, covid19 is impacting small businesses in unprecedented ways we ve collaborated with uschamber to help guide you through the coronavirus stimulus package join experts thurs 416 at 115pm et for an info session on funding options sign up here    ,127576,pos
39,2020-04-13,NYU Langone Health, many teenagers are having a hard time with changes related to covid19 parents may find it hard to figure out if they re clinically depressed or just moody psychiatrist dr aleta angelosante shares how to checkin on your teenager s mood   coronavirus  ,127576,neg
